name,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Maruti Swift Dzire VDI,2012,80000,1,0,0,3,21500
Toyota Fortuner 4x4 MT,2015,120000,1,0,0,1,140000
Honda Brio 1.2 VX MT,2018,20000,0,0,0,1,47500
Honda Brio 1.2 VX MT,2018,22000,0,0,0,1,47500
Chevrolet Spark 1.0 LS,2008,35000,0,0,0,2,7500
Chevrolet Sail Hatchback LS ABS,2013,120000,1,0,0,2,20000
Tata Tiago NRG 0,2019,8000,0,0,0,1,57500
Maruti Ritz VDi,2011,40000,1,0,0,2,15000
Maruti Vitara Brezza ZDi Plus,2018,10000,1,0,0,1,85000
Hyundai Santro Era,2019,30000,0,0,0,1,35000
Ford Endeavour 2.5L 4X2 MT,2011,54000,1,0,0,2,55000
Hyundai Verna 1.4 VTVT,2017,80577,0,0,0,1,33000
Honda City i-DTEC V,2017,25000,1,0,0,1,104499
Hyundai Verna 1.6 CRDI,2011,127500,1,0,0,2,30000
Hyundai EON D Lite Plus,2015,40903,0,1,0,1,23500
Ford Figo 0 Titanium,2011,60000,0,0,0,3,12000
Maruti Wagon R VXI,2004,46000,0,0,0,1,13000
Ford Endeavour 4x4 XLT,2004,22288,1,1,0,2,27500
Volkswagen Jetta 2.0 TDI Trendline,2011,180000,1,0,0,2,27000
Volkswagen Polo 1.5 TDI Highline,2015,30000,1,0,0,2,50000
Hyundai Grand i10 Sportz,2015,61690,0,1,0,1,40000
Hyundai i20 Asta 1.2,2015,64484,0,1,0,1,60000
Audi Q5 2.0 TDI,2012,90000,1,0,1,2,135000
Renault Duster 85PS 1 RxE,2013,75976,1,1,0,2,40000
Ford Figo 1 Titanium,2011,70000,1,0,0,2,22000
Honda Brio E MT,2012,85962,0,1,0,2,30000
Maruti Omni E MPI STD BS IV,2018,120000,0,0,0,1,25000
Honda Mobilio V i DTEC,2015,120000,1,0,0,1,60000
Honda Brio S Option AT,2012,75000,0,0,1,2,28500
Honda Accord 2.4 MT,2009,57035,0,1,0,1,35000
Mahindra Bolero SLX,2011,70000,1,0,0,3,17000
Ford Figo 1.2P Ambiente MT,2015,45000,0,0,0,1,22999
Mahindra XUV500 W6 2WD,2013,72104,1,1,0,2,50000
Tata Nano Lx,2011,15000,0,0,0,1,7500
Hyundai i20 Active 1.2 SX,2016,30000,0,0,0,1,60000
Tata Indigo LS Dicor,2011,80000,1,0,0,1,22000
Tata Indica Vista Terra 1.4 TDI,2009,164000,1,0,0,2,15000
Maruti Alto LX,2006,124439,0,0,0,2,6500
Maruti Zen VXI,2006,77000,0,0,0,2,12000
Maruti Swift Dzire VDI,2014,90000,1,0,0,1,24000
Renault KWID 1.0 RXT Optional,2017,30000,0,0,0,1,39000
Chevrolet Beat LS,2012,50000,0,0,0,1,18000
Maruti Swift VDI,2012,80000,1,0,0,2,32000
Maruti Alto 800 LXI,2018,5000,0,0,0,1,31000
Maruti Wagon R AMT VXI,2018,24000,0,0,1,1,42000
Tata Tiago NRG 0,2019,10000,0,0,0,1,55000
Maruti Ertiga SHVS VDI,2016,78000,1,0,0,3,55000
Mahindra TUV 300 T4 Plus,2018,50000,1,0,0,1,76000
Maruti 800 AC BSII,2001,100000,0,0,0,2,4300
Maruti Omni MPI STD BSIV,2018,20000,0,0,0,1,25000
Hyundai Santro Magna BSIV,2019,1250,0,0,0,1,50000
Tata Zest Revotron 1.2 XT,2015,17152,0,0,0,1,38000
Mahindra XUV500 W11 Option AT AWD,2019,5000,1,0,1,1,185000
Volkswagen Polo 1 Trendline 1.2L,2012,77000,1,0,0,1,35000
Hyundai Verna CRDi,2008,90000,1,0,0,2,19500
Chevrolet Beat LS,2011,80000,0,0,0,2,22500
Toyota Innova 2.5 G (1) 7 Seater,2015,65000,1,0,0,1,112500
Tata Indica Vista Quadrajet LX,2011,80000,1,0,0,1,13300
Hyundai EON Era Plus,2013,24005,0,0,0,1,20000
Maruti Vitara Brezza ZDi Plus,2018,20000,1,0,0,1,94000
Renault Duster 85PS 1 RxL,2014,120000,1,0,0,1,40000
Hyundai i10 Era 1.1,2009,120000,0,0,0,2,12000
Maruti Swift Dzire ZDI,2015,80000,1,0,0,1,62500
Maruti Swift 1.3 VXi,2005,80000,0,0,0,1,11000
Renault Duster 110PS 1 RxZ,2012,100000,1,0,0,1,49000
Maruti Alto LX,2009,120000,0,0,0,2,14000
Ford Figo 1 ZXI,2011,149000,1,0,0,2,17500
Maruti Wagon R LXI BSIII,2005,65000,0,0,0,2,9000
Maruti Swift Ldi BSIV,2009,100000,1,0,0,2,27500
Volkswagen Vento 1 Highline,2011,65000,1,0,0,2,30000
Datsun GO Plus T Option BSIV,2018,19000,0,0,0,2,27000
Chevrolet Beat LT,2010,80000,0,0,0,2,13000
Maruti Alto K10 VXI Airbag,2015,30000,0,0,0,1,27500
Maruti Swift VDI,2012,109000,1,0,0,1,35200
Hyundai EON 3 Magna Plus,2012,90000,3,0,0,1,18000
Maruti Alto LX,2012,90000,0,0,0,1,15000
Volkswagen Vento 1 Highline,2011,65000,1,0,0,2,30000
Maruti Swift Vdi BSIII,2010,110000,1,0,0,2,30000
Mahindra Bolero DI DX 7 Seater,2007,120000,1,0,0,1,22500
Honda Mobilio V i DTEC,2014,44000,1,0,0,1,60000
Maruti Ertiga BSIV ZXI,2015,80000,0,0,0,1,50000
Honda BR-V i-VTEC S MT,2018,5000,0,0,0,1,90000
Hyundai i20 Magna 1.2,2016,61000,0,0,0,1,60000
Toyota Etios VD,2011,100000,1,0,0,2,45000
Hyundai i10 Era 1.1,2009,27633,0,0,0,1,27000
Maruti Swift Vdi BSIII,2010,100000,1,0,0,3,31000
Hyundai Santro Xing GLS Audio 3,2012,100000,3,0,0,1,25000
Ford Figo 1.2P Titanium MT,2019,12586,0,1,0,1,70000
Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018,38083,1,1,0,1,65000
Ford Figo 1 ZXI,2012,55328,1,1,0,1,40000
Ford Figo 1 Titanium,2012,81632,1,1,0,1,42500
Ford Aspire Titanium 1 BSIV,2016,155201,1,1,0,1,60000
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,93283,1,1,0,1,60000
Maruti Swift Ldi BSIII,2009,217871,1,1,0,1,30000
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,90165,1,1,0,1,45000
Ford Ecosport 1.5 DV5 MT Titanium,2014,101504,1,1,0,1,75000
Ford Figo Titanium 1 BSIV,2010,86017,1,1,0,2,32500
Mahindra XUV500 W8 2WD,2013,85036,1,1,0,2,90000
Ford Ikon 1.3L Rocam Flair,2006,91086,0,1,0,2,18000
Fiat Punto 1.3 Emotion,2013,160254,1,1,0,2,35000
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,125531,1,1,0,2,60000
Honda WR-V i-DTEC V,2019,60000,1,0,0,1,90000
Skoda Laura L n K 1.9 PD,2006,100000,1,0,0,1,35000
Maruti Ritz LDi,2013,90000,1,0,0,3,28000
Mahindra Xylo D2,2009,120000,1,0,0,2,22500
Honda City i DTEC S,2014,82000,1,0,0,1,52000
Mahindra Scorpio 1.99 S4,2016,60000,1,0,0,1,50999
Maruti Baleno Alpha 1.2,2019,24000,0,0,0,1,55600
Tata Indigo Grand Dicor,2014,120000,1,0,0,1,22500
Honda Amaze EX i-Dtech,2013,65000,1,1,0,1,32500
Maruti Swift VDI,2013,65000,1,1,0,1,36500
Hyundai Creta 1.6 CRDi SX Plus,2015,84000,1,1,0,1,85000
Toyota Etios GD SP,2013,75000,1,1,0,1,35000
Maruti Swift VDI,2007,50000,1,1,0,1,22500
Maruti Alto LX,2011,50000,0,0,0,1,13500
Maruti Wagon R LXI Minor,2007,49000,0,1,0,1,14000
Maruti SX4 S Cross DDiS 320 Delta,2016,560000,1,1,0,1,66500
Renault KWID RXT,2015,14365,0,1,0,1,27500
Toyota Fortuner 2.8 4WD AT BSIV,2017,41000,1,0,1,1,275000
Hyundai Verna 1.6 SX,2013,65000,1,1,0,1,48499
Maruti Ciaz VDi Option SHVS,2015,65000,1,1,0,1,56500
Maruti Swift Dzire VDI,2013,61083,1,1,0,1,42500
Toyota Innova 2.5 VX (1) 8 Seater,2013,75000,1,0,0,1,92500
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,72000,1,1,0,1,56500
Renault Duster 110PS 1 RxL,2014,65000,1,1,0,1,52500
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,55000,1,1,0,1,165000
Hyundai EON Era Plus,2015,21000,0,1,0,2,29500
Jaguar XF 5.0 Litre V8 0,2012,66363,0,1,1,2,205000
Hyundai Creta 1.6 VTVT AT SX Plus,2018,11700,0,1,1,1,147500
Hyundai Verna VTVT 1.6 AT SX Option,2017,10000,0,0,1,1,110000
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,100000,1,0,1,2,440000
Maruti Swift ZXI BSIV,2016,7104,0,2,0,1,67000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,1,2,0,1,75000
Hyundai Verna 1.6 VTVT SX,2015,55340,0,2,0,1,76000
Volkswagen Polo GTI,2017,20000,0,1,1,2,85000
Renault Pulse RxL,2015,61585,1,2,0,1,39000
Maruti Celerio VXI AMT BSIV,2016,39415,0,2,1,2,45000
Honda Brio V MT,2014,29654,0,2,0,1,42500
Maruti Baleno Alpha 1.3,2016,64672,1,2,0,1,77000
Hyundai Creta 1.6 SX 1 1,2015,54634,1,2,1,2,115000
Honda City i VTEC V,2015,66521,0,2,0,1,77500
Toyota Innova Crysta 2.4 GX AT,2018,23974,1,1,1,2,172500
BMW 3 Series 320d Luxury Line,2016,43000,1,1,1,1,215000
Renault Duster 85PS 1 RxL,2013,1000,1,1,0,2,45000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,1,1,1,1,380000
Audi A4 3.0 TDI Quattro,2013,86000,1,1,1,1,158000
BMW X5 xDrive 30d xLine,2019,30000,1,1,1,1,495000
Hyundai Creta 1.6 CRDi SX,2016,52600,1,0,0,1,53500
Maruti SX4 Vxi BSIV,2012,110000,0,0,0,2,22500
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,0,1,1,1,55000
Maruti Swift ZXI BSIV,2016,7104,0,2,0,1,67000
Maruti Ertiga VXI,2015,11918,0,2,0,1,62500
Hyundai Grand i10 Magna AT,2017,10510,0,1,1,1,52000
Chevrolet Beat LT Option,2016,41000,0,1,0,1,23900
Toyota Fortuner 4x2 AT,2017,47162,1,2,1,1,260000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,1,2,0,1,75000
Hyundai i10 Magna,2012,49824,0,1,0,1,22999
Audi A6 2.0 TDI Premium Plus,2013,58500,1,1,1,1,130000
Hyundai Santro GS,2005,56580,0,1,0,1,8000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,52000,1,1,0,1,38500
Hyundai Verna 1.6 VTVT SX,2015,55340,0,2,0,1,76000
Maruti Swift Dzire VDI,2017,46507,1,2,0,1,60000
Renault Duster 85PS 1 RxL,2013,1000,1,1,0,2,45000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,1,1,1,1,380000
Audi A4 3.0 TDI Quattro,2013,86000,1,1,1,1,158000
BMW X5 xDrive 30d xLine,2019,30000,1,1,1,1,495000
Hyundai Creta 1.6 CRDi SX,2016,52600,1,0,0,1,53500
Maruti SX4 Vxi BSIV,2012,110000,0,0,0,2,22500
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,0,1,1,1,55000
Maruti Swift ZXI BSIV,2016,7104,0,2,0,1,67000
Maruti Ertiga VXI,2015,11918,0,2,0,1,62500
Hyundai Grand i10 Magna AT,2017,10510,0,1,1,1,52000
Chevrolet Beat LT Option,2016,41000,0,1,0,1,23900
Toyota Fortuner 4x2 AT,2017,47162,1,2,1,1,260000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,1,2,0,1,75000
Hyundai i10 Magna,2012,49824,0,1,0,1,22999
Audi A6 2.0 TDI Premium Plus,2013,58500,1,1,1,1,130000
Hyundai Santro GS,2005,56580,0,1,0,1,8000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,52000,1,1,0,1,38500
Hyundai Verna 1.6 VTVT SX,2015,55340,0,2,0,1,76000
Maruti Swift Dzire VDI,2017,46507,1,2,0,1,60000
Renault Duster 85PS 1 RxL,2013,1000,1,1,0,2,45000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,1,1,1,1,380000
Audi A4 3.0 TDI Quattro,2013,86000,1,1,1,1,158000
BMW X5 xDrive 30d xLine,2019,30000,1,1,1,1,495000
Hyundai Creta 1.6 CRDi SX,2016,52600,1,0,0,1,53500
Maruti SX4 Vxi BSIV,2012,110000,0,0,0,2,22500
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,0,1,1,1,55000
Maruti Swift ZXI BSIV,2016,7104,0,2,0,1,67000
Maruti Ertiga VXI,2015,11918,0,2,0,1,62500
Hyundai Grand i10 Magna AT,2017,10510,0,1,1,1,52000
Chevrolet Beat LT Option,2016,41000,0,1,0,1,23900
Toyota Fortuner 4x2 AT,2017,47162,1,2,1,1,260000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,1,2,0,1,75000
Hyundai i10 Magna,2012,49824,0,1,0,1,22999
Audi A6 2.0 TDI Premium Plus,2013,58500,1,1,1,1,130000
Hyundai Santro GS,2005,56580,0,1,0,1,8000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,52000,1,1,0,1,38500
Hyundai Verna 1.6 VTVT SX,2015,55340,0,2,0,1,76000
Maruti Swift Dzire VDI,2017,46507,1,2,0,1,60000
Renault Duster 85PS 1 RxL,2013,1000,1,1,0,2,45000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,1,1,1,1,380000
Audi A4 3.0 TDI Quattro,2013,86000,1,1,1,1,158000
BMW X5 xDrive 30d xLine,2019,30000,1,1,1,1,495000
Hyundai Creta 1.6 CRDi SX,2016,52600,1,0,0,1,53500
Maruti SX4 Vxi BSIV,2012,110000,0,0,0,2,22500
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,0,1,1,1,55000
Maruti Swift ZXI BSIV,2016,7104,0,2,0,1,67000
Maruti Ertiga VXI,2015,11918,0,2,0,1,62500
Hyundai Grand i10 Magna AT,2017,10510,0,1,1,1,52000
Chevrolet Beat LT Option,2016,41000,0,1,0,1,23900
Toyota Fortuner 4x2 AT,2017,47162,1,2,1,1,260000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,1,2,0,1,75000
Hyundai i10 Magna,2012,49824,0,1,0,1,22999
Audi A6 2.0 TDI Premium Plus,2013,58500,1,1,1,1,130000
Hyundai Santro GS,2005,56580,0,1,0,1,8000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,52000,1,1,0,1,38500
Hyundai Verna 1.6 VTVT SX,2015,55340,0,2,0,1,76000
Maruti Swift Dzire VDI,2017,46507,1,2,0,1,60000
Hyundai i20 Sportz 1.2,2013,50000,0,0,0,2,35000
Maruti Alto 800 LXI,2014,30000,0,0,0,1,11499
Hyundai i20 Sportz 1.2,2013,50000,0,0,0,2,38000
Maruti Gypsy E MG410W ST,1995,100000,0,0,0,2,9500
Mahindra Scorpio 1.99 S6 Plus,2016,35000,1,0,0,1,90000
Chevrolet Beat LT,2012,90000,0,0,0,2,20099
Maruti Omni E MPI STD BS IV,2014,11451,0,0,0,1,22999
Tata Nexon 1.5 Revotorq XZ,2019,60000,1,0,0,1,80000
Mahindra Verito 1.5 D4 BSIV,2012,172000,1,0,0,2,15000
Maruti Swift VDI,2018,60000,1,0,0,1,60000
Chevrolet Tavera LS B3 7 Seats BSII,2005,150000,1,0,0,1,15000
Chevrolet Optra Magnum 2.0 LS,2009,66000,1,0,0,1,15000
Maruti Eeco 5 Seater Standard BSIV,2019,5000,0,0,0,1,38000
Maruti Swift 1.3 VXi,2006,66508,0,0,0,2,8000
Honda Civic 1.8 MT Sport,2007,55000,0,0,0,2,22500
Tata Nano Lx BSIV,2012,29900,0,0,0,1,7500
Tata Hexa XT 4X4,2017,3000,1,0,0,1,160000
Tata Indica Vista Quadrajet VX,2012,85000,1,0,0,1,18500
Mahindra Scorpio 2.6 CRDe SLE,2011,50000,1,0,0,1,42500
Tata Indica Vista Aqua 1.4 TDI,2010,120000,1,0,0,2,10000
Maruti Zen Estilo LXI BSIII,2008,90000,0,0,0,3,14000
Maruti Swift Dzire AMT ZXI Plus BS IV,2017,8000,0,0,1,1,71000
Honda Amaze S AT i-Vtech,2015,7900,0,0,1,1,45000
Datsun RediGO T Option,2017,50000,0,0,0,1,21000
Maruti Alto K10 VXI,2016,25000,0,0,0,1,27000
Maruti Alto LXi,2009,20000,0,0,0,1,11000
Maruti Swift VXI,2018,17500,0,0,0,1,54000
Mahindra Renault Logan 1.4 GLX 0,2008,25000,0,0,0,1,14500
Tata Safari Storme VX,2013,206500,1,0,0,1,36000
Hyundai i10 Magna 3,2013,88600,3,0,0,1,25000
Tata Venture EX,2012,80000,1,0,0,1,11000
Chevrolet Captiva LT,2008,100000,1,0,0,4,25000
Ford Fiesta Classic 1.4 Duratorq CLXI,2011,186000,1,0,0,2,15000
Chevrolet Aveo U-VA 1.2 LS,2010,60000,0,0,0,1,14000
Maruti Ciaz Zeta BSIV,2019,11000,0,0,0,1,92500
Tata Hexa XM,2017,30000,1,0,0,1,96999
Hyundai Santro Xing GL PLUS 2,2007,80000,2,0,0,3,9000
Hyundai Santro GLS I - Euro I,2001,60000,0,0,0,3,5500
Hyundai Verna CRDi,2007,100000,1,0,0,4,15500
Mahindra Thar CRDe ABS,2019,15000,1,0,0,1,90000
Maruti Alto K10 2010-2014 VXI,2011,90000,0,0,0,1,13500
Maruti 800 AC,2012,120000,0,0,0,1,18000
Hyundai Verna 1.6 SX,2013,100000,1,0,0,2,49500
Toyota Innova 2.5 V 1 8-seater,2009,138000,1,0,0,3,40000
Hyundai Verna CRDi,2008,110000,1,0,0,2,25000
Maruti Alto K10 LXI,2015,120000,0,0,0,4,13800
Honda City 1.5 V AT,2011,70000,0,0,1,2,31100
Maruti Alto 800 VXI,2015,70000,0,0,0,1,19000
Mahindra Bolero SLX,2011,140000,1,0,0,1,31100
Maruti Ritz LXI,2009,15000,0,0,0,1,30000
Honda Jazz VX,2018,20000,0,0,0,1,60000
Mahindra Scorpio SLE BSIII,2009,100000,1,0,0,1,55000
Skoda Rapid 1.6 MPI AT Elegance Plus,2015,70000,0,0,1,1,60000
Maruti Alto 800 VXI,2018,5000,0,0,0,1,19500
Tata Nano LX,2013,27974,0,0,0,1,5800
Maruti Alto 800 VXI,2018,40000,0,0,0,1,18300
Maruti Zen Estilo 1.1 VXI BSIII,2007,80000,0,0,0,1,9500
Maruti Wagon R LX Minor,2013,38000,0,0,0,1,25000
Maruti Wagon R LX Minor,2013,38000,0,0,0,1,25000
Tata Zest Revotron 1.2 XT,2014,35000,0,0,0,1,40000
Hyundai Verna 1.6 SX CRDi (O),2012,60000,1,0,0,2,40999
Skoda Octavia Classic 1.9 TDI MT,2004,120000,1,0,0,2,12000
Maruti Swift AMT VXI,2018,18000,0,0,1,1,60000
Honda Amaze SX i-VTEC,2016,10000,0,0,0,1,60000
Mahindra XUV500 W6 2WD,2015,90000,1,0,0,3,82500
Toyota Etios GD,2016,80000,1,0,0,2,62500
Hyundai Grand i10 Nios Magna CRDi,2020,1400,1,0,0,1,70000
Chevrolet Beat LS,2011,60000,0,0,0,1,16000
Maruti Alto LX,2011,60000,0,0,0,3,11499
Maruti Wagon R LXI Minor,2009,53000,0,0,0,1,15000
Volkswagen Jetta 1.9 L TDI,2010,100000,1,1,0,1,25000
Hyundai Verna 1.6 SX,2012,86000,1,1,0,2,39000
Renault Duster 85PS 1 RxL,2015,100000,1,0,0,1,65000
Hyundai Xcent 1.1 CRDi SX Option,2016,30000,1,0,0,1,60000
Hyundai i20 1.2 Sportz,2011,120000,0,0,0,1,25000
Hyundai Santro Xing GL Plus 3,2011,60000,3,0,0,2,22999
Maruti Ritz LDi,2016,50000,1,0,0,2,29900
Chevrolet Cruze LTZ,2010,124000,1,0,0,2,33000
Hyundai Accent Executive,2012,100000,0,0,0,3,18000
Hyundai Grand i10 1.2 Kappa Asta,2017,42000,0,0,0,1,47500
Hyundai Grand i10 CRDi Sportz,2015,100000,1,0,0,1,32500
Honda City i VTEC V,2016,28205,0,1,0,1,63900
Maruti Celerio VXI AT,2017,32670,0,1,1,1,41500
Hyundai Creta 1.6 CRDi AT SX Plus,2016,30093,1,1,1,1,119900
Maruti Ertiga VXI 2,2013,56228,2,1,0,1,52500
Hyundai Verna 1.6 SX VTVT,2013,59319,0,1,0,1,42500
Maruti Vitara Brezza VDi,2016,39503,1,1,0,1,69900
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2013,35299,0,1,0,1,32500
Toyota Etios V,2011,51687,0,1,0,1,27500
Volkswagen Vento 0 Highline AT,2011,76259,0,1,1,1,26900
Volkswagen Polo 1 Highline 1.2L,2013,44049,1,1,0,1,39900
Mahindra KUV 100 mFALCON D75 K8,2017,45087,1,1,0,1,47500
Toyota Etios V,2011,41125,0,1,0,1,24900
Audi A4 New  2.0 TDI Multitronic,2014,42215,1,1,1,1,154900
Volkswagen Polo 0 Highline 1.2L,2011,54206,0,1,0,1,25499
Skoda Rapid 1.6 MPI Active,2012,52547,0,1,0,1,26900
Maruti Ertiga ZDI,2014,59110,1,1,0,1,66500
Maruti Wagon R Stingray LXI,2014,54565,0,1,0,1,29900
Hyundai i20 Asta,2010,47564,0,1,0,2,26500
Volkswagen Polo 0 Highline 1.2L,2010,45143,0,1,0,2,21100
Skoda Superb 1.8 TSI,2013,61624,0,1,1,2,59900
Tata Indigo LS,2007,195000,1,0,0,3,5500
Hyundai Verna 1.6 SX CRDi (O),2014,50000,1,0,0,1,55000
Land Rover Discovery Sport TD4 HSE 7S,2018,68000,1,0,1,1,400000
Tata Sumo GX TC 8 Str,2010,120000,1,0,0,2,22000
Maruti Swift VXI,2019,20000,0,0,0,1,50000
Maruti Alto LXi,2010,30000,0,0,0,1,14000
Maruti Swift VDI,2013,60000,1,0,0,1,32500
Hyundai i20 Magna,2010,90000,0,0,0,3,21000
Maruti Alto LXi,2008,90000,0,0,0,2,11000
Hyundai Verna CRDi 1.6 SX Option,2019,25000,1,0,0,1,120000
Maruti Alto 800 VXI,2017,40000,0,0,0,1,22999
Maruti SX4 Vxi BSIV,2012,110000,0,0,0,2,22500
Maruti Alto 800 LXI,2006,132000,0,0,0,1,16500
Tata Tiago XZA AMT,2018,10980,0,1,1,1,52500
Hyundai EON Era Plus,2018,20629,0,1,0,1,32500
Toyota Innova Crysta 2.4 VX MT BSIV,2018,50000,1,0,0,1,150000
Hyundai Grand i10 AT Asta,2015,30000,0,0,1,1,40000
Maruti Ciaz VXi,2015,69782,0,1,0,1,55000
Maruti 800 Std,2003,54000,0,0,0,1,9800
Mahindra XUV500 W8 4WD,2013,63654,1,1,0,1,90000
Renault Lodgy 85PS RxL,2017,60000,1,0,0,1,70000
Mahindra Scorpio S6 Plus 7 Seater,2015,52000,1,1,0,1,89000
Maruti Swift LDI BSIV,2015,59385,1,1,0,1,49000
Hyundai i20 2015-2017 Magna 1.2,2015,70378,0,1,0,1,52500
Maruti Wagon R LXI BS IV,2013,55425,0,1,0,1,33000
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2013,78413,1,1,0,2,55000
Mahindra Bolero Power Plus SLX,2018,40890,1,1,0,1,79000
Honda Brio S MT,2015,34823,0,1,0,2,35000
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,75000,1,0,1,1,170000
Maruti Ciaz VDI SHVS,2017,55545,1,1,0,1,75000
Honda Amaze EX i-Dtech,2014,56541,1,1,0,1,40999
Hyundai EON Magna Plus,2016,43700,0,0,0,1,22000
Tata Indica GLS BS IV,2009,120000,0,0,0,2,6800
Hyundai EON Era Plus,2017,20000,0,0,0,1,29000
Honda City i DTec SV,2014,27483,1,1,0,1,60000
Maruti Swift LXI,2019,8000,0,0,0,1,47000
Hyundai i10 Sportz 1.2,2008,30000,0,0,0,1,15000
Maruti Alto 800 LXI,2014,56207,0,1,0,2,18000
Maruti Zen LXI,2006,70000,0,0,0,1,8000
Honda WR-V i-VTEC VX,2018,1440,0,0,0,1,87500
Maruti Alto 800 LXI,2019,50000,0,0,0,1,30000
Toyota Fortuner 2.8 2WD AT BSIV,2017,20000,1,0,1,1,280000
Toyota Innova Crysta 2.4 ZX MT,2017,91195,1,1,0,1,133000
Volkswagen Polo 1.5 TDI Trendline,2011,63657,1,1,0,1,22000
Mahindra Verito Vibe 1.5 dCi D4,2013,60000,1,0,0,1,25000
Toyota Innova 2.5 G (1) 7 Seater,2016,75000,1,1,0,1,91999
Volkswagen Vento Magnific 1.6 Highline,2013,97248,0,1,0,1,38000
Maruti Swift VDI,2012,46000,1,0,0,1,45000
Hyundai Verna 1.6 VTVT AT S Option,2016,10000,0,0,1,1,77000
Maruti Swift Dzire LDI,2018,80000,1,0,0,1,55000
Tata New Safari DICOR 2.2 GX 4x2,2011,100000,1,0,0,2,32000
Maruti SX4 Vxi BSIV,2013,35000,0,0,0,1,40000
Maruti Celerio VXI AT,2017,50000,0,0,1,1,45000
Maruti SX4 ZDI,2011,90000,1,0,0,3,22000
Mahindra XUV500 W8 2WD,2012,150000,1,0,0,2,40000
Hyundai Verna 1.6 SX VTVT (O),2013,89000,0,0,0,2,53000
Maruti Swift Dzire VDI,2014,60000,1,0,0,2,39000
Fiat Grande Punto 1.3 Dynamic (1),2012,100000,1,0,0,2,18500
Maruti SX4 Vxi BSIV,2012,100000,0,0,0,2,30000
Maruti Swift VDI BSIV,2014,90000,1,0,0,2,57500
Maruti Wagon R Stingray VXI,2014,75000,0,0,0,1,30000
Toyota Etios Liva 1.4 VD,2017,36000,1,1,0,1,42500
Hyundai Xcent 1.2 Kappa SX,2016,12000,0,0,0,1,35000
Honda Amaze VX O iDTEC,2017,12997,1,1,0,1,55000
Maruti Ciaz 1.4 AT Zeta,2017,40000,0,0,1,1,50000
Mahindra Scorpio S4 4WD,2015,60000,1,0,0,1,60000
Mahindra Quanto C8,2013,25000,1,0,0,2,30000
Hyundai Verna CRDi 1.6 SX Option,2018,26430,1,1,0,1,115000
Maruti Swift 1.3 VXI ABS,2015,24600,0,1,0,1,47500
Maruti Wagon R LXI,2011,28481,0,1,0,1,26000
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,100000,0,0,0,1,35000
Mahindra XUV500 W8 2WD,2013,41988,1,1,0,1,75000
Maruti Wagon R LXI,2009,30375,0,1,0,1,18000
Renault KWID Climber 1.0 AMT BSIV,2017,7658,0,1,1,1,35000
Maruti Swift Dzire VDI,2017,34400,1,1,0,1,61100
Renault KWID RXL BSIV,2017,18500,0,1,0,1,32500
Hyundai EON 1.0 Era Plus,2012,48000,0,1,0,1,22500
Maruti Wagon R AMT VXI,2014,28942,0,1,1,1,30000
Mahindra Bolero Power Plus SLX,2017,50000,1,0,0,2,40000
Mahindra XUV500 W8 2WD,2012,53600,1,1,0,1,71100
Toyota Innova 2.5 G (1) 8 Seater,2015,53652,1,1,0,1,85100
Maruti Ertiga VXI,2014,25000,0,0,0,1,50000
Toyota Innova 2.5 G4 1 8-seater,2007,80000,1,0,0,2,25000
Maruti Alto 800 VXI,2017,50000,0,0,0,1,15000
Mahindra Scorpio 1.99 S10,2016,15000,1,0,0,2,61000
Mahindra KUV 100 G80 K2,2018,5000,0,0,0,1,45000
Hyundai i20 1.4 Asta Option,2017,106000,1,0,0,1,74400
Chevrolet Spark 1.0,2008,100000,0,0,0,3,12000
Renault KWID RXL,2016,60000,0,0,0,3,22000
Maruti Ertiga ZDI,2012,120000,1,0,0,4,48000
